-------,VisitorData,addSnippet,cursorIsValid,visitorTxt,getCursorKindName,visitorAstBlock,visitorAst,parseCodeTxt
main,0.909366,0.773414,0.755287,0.886546,0.746224,0.809221,0.820000,0.853904
