-------,main
VisitorData,0.885621
addSnippet,0.725490
cursorIsValid,0.745098
visitorTxt,0.899598
getCursorKindName,0.718954
visitorAstBlock,0.802862
visitorAst,0.852000
parseCodeTxt,0.861461
