-------,VisitorData,addSnippet,cursorIsValid,visitorTxt,getCursorKindName,visitorAstBlock,visitorAst,parseCodeTxt
main,0.897436,0.756410,0.743590,0.886546,0.727564,0.817170,0.840000,0.847607
