-------,VisitorData,addSnippet,cursorIsValid,visitorTxt,getCursorKindName,visitorAstBlock,visitorAst,parseCodeTxt
main,0.857143,0.840000,0.805714,0.929664,0.782857,0.877984,0.900000,0.909926
