-------,VisitorData,addSnippet,cursorIsValid,visitorTxt,getCursorKindName,visitorAstBlock,visitorAst,parseCodeTxt
main,0.891986,0.735192,0.745645,0.893574,0.721254,0.823529,0.846667,0.856423
