-------,read_c_file,Buff,BuffDB,dbAppend,makeBuff,makeZBuff,catBuffs,maxBuff,minBuff,normCompDist,makeDB,writeDB,crawl_dir,main
main,0.863889,0.880000,0.874286,0.788571,0.788571,0.771429,0.777143,0.834286,0.811429,0.800000,0.835391,0.805714,0.875000,0.794872
