-------,VisitorData,addSnippet,cursorIsValid,visitorTxt,getCursorKindName,visitorAstBlock,visitorAst,parseCodeTxt
main,0.860465,0.843023,0.837209,0.938838,0.802326,0.893899,0.916327,0.920956
