-------,read_c_file,Buff,BuffDB,dbAppend,makeBuff,makeZBuff,catBuffs,maxBuff,minBuff,normCompDist,makeDB,writeDB,crawl_dir,main
main,0.861111,0.887640,0.882023,0.797753,0.780899,0.769663,0.775281,0.825843,0.825843,0.792135,0.827160,0.808989,0.864362,0.784615
