-------,VisitorData,addSnippet,cursorIsValid,visitorTxt,getCursorKindName,visitorAstBlock,visitorAst,parseCodeTxt
main,0.863095,0.851190,0.809524,0.934251,0.791667,0.885942,0.910204,0.920956
